High Noon Lewis & Clark Lager;Leavenworth, Kansas, United States;Pale Lager - North Am. / Light;High Noon Saloon & Brewery;Poured an amber body with thin head. Aroma is grainy with a similarity to cereal - frosted mini wheats?. Flavor is bitter and dry with a sweet malty feel. Light mouthfeel with a fruity feeling that I couldn’t recognize
High Noon Lewis & Clark Lager;Leavenworth, Kansas, United States;Pale Lager - North Am. / Light;High Noon Saloon & Brewery;Draught sample at the restaurant. Slightly hazy copper color with a foamy white head. Classic lager aroma with a hint of caramely sweetness. Pretty tasty for a pale lager. A little sweet at first but finishes with some crisp bitterness.
High Noon Lewis & Clark Lager;Leavenworth, Kansas, United States;Pale Lager - North Am. / Light;High Noon Saloon & Brewery;Clear dark yellow with no head. Grainy biscuit aroma and a sweet vanilla malt taste with citrus notes to the finish.
High Noon Lewis & Clark Lager;Leavenworth, Kansas, United States;Pale Lager - North Am. / Light;High Noon Saloon & Brewery;Nose is light honey, maybe some diacetyl. Flavor is pretty held back - some light malt, some hop, nothing you can really put a finger on.
High Noon Lewis & Clark Lager;Leavenworth, Kansas, United States;Pale Lager - North Am. / Light;High Noon Saloon & Brewery;On tap at the brewery. Came an almost clear gold. Average white head. Aroma of wheat with a little floral hops. Tastes a bit sweet, again just a bit of hops. Not bad, not good.
High Noon Lewis & Clark Lager;Leavenworth, Kansas, United States;Pale Lager - North Am. / Light;High Noon Saloon & Brewery;"Date: February 25, 2009 Mode: Draft Source: Brewpub Appearance: hazy gold, fine dirty white head, heavy lace Aroma: light sweet cereal aroma with light floral hops Flavor: light sweet cereal flavor, light balancing bitterness Aroma: 3/10; Appearance: 6/10; Flavor: 3/10; Palate: 6/10; Overall: 5/20 Rating: 1.7/5.0 Drinkability: 6/10 Score: 4"
High Noon Lewis & Clark Lager;Leavenworth, Kansas, United States;Pale Lager - North Am. / Light;High Noon Saloon & Brewery;Sampler @ brewpub. I wasn’t going to rate this but I was actually surprised by this brew. Its not that is a well made beer but they were able to make it bad while having it come out nice enough to drink. Color is hazy clear dark straw. Its a weirdly lightly sweet lager. Has just a bit of lemon zing to it. Again, not well made to style but works for me enough.
High Noon Lewis & Clark Lager;Leavenworth, Kansas, United States;Pale Lager - North Am. / Light;High Noon Saloon & Brewery;4 oz sampler at the brewpub. Pour is almost all clear golden, some carbonation. Smallish white head. Aroma of not much, maybe some soft malt. Taste is clean, sweet fruit (almost banana) a touch of malt and OK hop bitterness to the back. Palate is slightly on the thick side for a lager, but gave it a nice body without hurting how it drank. Small diacetyl as it warmed, giving some buttery notes. Overall, nice beer.
High Noon Lewis & Clark Lager;Leavenworth, Kansas, United States;Pale Lager - North Am. / Light;High Noon Saloon & Brewery;Tasted at the High Noon Saloon in Leavenworth, KS. Pours a golden color. light fruity/floral aroma. Taste is hoppy with a slightly sweet berry flavor. I was really surprised by this lager
High Noon Lewis & Clark Lager;Leavenworth, Kansas, United States;Pale Lager - North Am. / Light;High Noon Saloon & Brewery;On tap at the brewpub. Pours a hazy gold with a thin, wispy, white head. The nose is a fairly muted light grain with not a whole lot else going on here, but it has nothing offensive or distracting in it like so many other adjunct-laden lagers. Light-bodied and thin with a tight but mild carbonation and a clean finish. Sweet and clean with just a touch of a floral hop note at the finish. Not too shabby. I’d drink this any day over BMC lagers.
Fitgers Watermelon Wheat;Duluth, Minnesota, United States;Flavored - Fruit;Fitgers Brewhouse;A strange brew. Pours a nearly clear, nearly pink-amber with only a thin layer of head. Interesting, strong aroma almost exactly like those Jolly Rancher watermelon candies. So far so good. Didn’t care for the taste. Tasted more like a canteloupe than a watermelon. I don’t really care for canteloupe very much. If you do, you will like this beer more than I did. Light body, light carbonation. Well made, to be sure, just not for me.
Fitgers Watermelon Wheat;Duluth, Minnesota, United States;Flavored - Fruit;Fitgers Brewhouse;Sampled this beer at the Great Taste of the Midwest in Madison WI. Even though my scores on this are accurate and well researched, Da Man wants me to say more about the beer, so I will. Over the last 3 months or so, I've grown to live watermellon brews, I think this one is quite possibly my new best friend.
Fitgers Watermelon Wheat;Duluth, Minnesota, United States;Flavored - Fruit;Fitgers Brewhouse;Kind of a dark pink color with no head. Watermelon and more watermelon... it kind of tastes like a Jolly Rancher, very sweet. The wheat kicks in at the end. Pretty tasty!
Fitgers Watermelon Wheat;Duluth, Minnesota, United States;Flavored - Fruit;Fitgers Brewhouse;This Has Something of a Glowing Red/Orange Coloring. Medium Head. Smells of Watermelon. Watermelon Flavor Hits you Right Away and Then The Wheat Jumps in For the Finale... Pretty Decent Offering.
Fitgers Watermelon Wheat;Duluth, Minnesota, United States;Flavored - Fruit;Fitgers Brewhouse;Strange combination - but surprisingly good together. The flavor was not as artificial as one might expect and was very refreshing. Just the right amount of cloudiness. The Brewhouse itself was quite impressive as well.
Water Street Old World Oktoberfest;Delafield, Wisconsin, United States;Märzen / Oktoberfest Bier;Water Street Brewery;On tap at the brewpub. It poured a copper color with a white head. The aroma was of caramel, toffee, nuts and citrus. The taste was similar to the aroma with more caramel, toffee, nuts, citrus and mild carbonation with a semi-sweet aftertaste. Decent.
Water Street Old World Oktoberfest;Delafield, Wisconsin, United States;Märzen / Oktoberfest Bier;Water Street Brewery;Keg at the Water Street location. Clear amber, no head. Aroma of sweet caramel. Taste is watery caramel. Trying to live up to the name? Thin, watery. Not much here and considering the other beers that's a positive.
Water Street Old World Oktoberfest;Delafield, Wisconsin, United States;Märzen / Oktoberfest Bier;Water Street Brewery;Tap at brewery. Yellow with thin head. Smells a little like play doh and grainy. Assertive aroma. Flavor is off with way too much sweetness.
Water Street Old World Oktoberfest;Delafield, Wisconsin, United States;Märzen / Oktoberfest Bier;Water Street Brewery;Too Light in flavor. Nice color, deep orange. Low carbonation. Aroma was good, caramel and malt. Tap
Water Street Old World Oktoberfest;Delafield, Wisconsin, United States;Märzen / Oktoberfest Bier;Water Street Brewery;No hop aromaand good malt aroma showing some oxidation. Head does not linger like the real deal. Malt flavor is not complex enough and has papery notes. A little astringency.
Water Street Old World Oktoberfest;Delafield, Wisconsin, United States;Märzen / Oktoberfest Bier;Water Street Brewery;Draft at the downtown brewery in Milwaukee. Reddish-copper color. Caramel aroma. Caramel flavor. Mouthfeel is of watered-down syrup. Sweet, cloying finish. ---Rated via Beer Buddy for iPhone
Water Street Old World Oktoberfest;Delafield, Wisconsin, United States;Märzen / Oktoberfest Bier;Water Street Brewery;Draft. From notes. Bready with grains and light caramel. Drinkable, but not great.
Water Street Old World Oktoberfest;Delafield, Wisconsin, United States;Märzen / Oktoberfest Bier;Water Street Brewery;On tap at the Grafton location, and dispensed to a dimpled mug, displaying a clear, coppery color with a decent layer of off white/light tan head foam that lasted a bit, and clingy spots & streaks of lacing. The nose was simply light toast and some caramel sweetness. Light to medium bodied, with moderate carbonation, moderate hop bitterness, and fair maltiness. Basically sessionable.
Water Street Old World Oktoberfest;Delafield, Wisconsin, United States;Märzen / Oktoberfest Bier;Water Street Brewery;On tap @ the brewery in Milwuakee. Medium brown with a minuscule head. Sweet caramel, too sweet, and nothing else. Dirty earthy aftertaste.
Water Street Old World Oktoberfest;Delafield, Wisconsin, United States;Märzen / Oktoberfest Bier;Water Street Brewery;Tasted on tap at Water Street Brewery. A clear light brown with very little head. A light malt aroma and taste. Not much else happening with the taste. ---Rated via Beer Buddy for iPhone
Water Street Amber;Delafield, Wisconsin, United States;Red Ale / Intl Amber Ale;Water Street Brewery;Tap at brewery. Amber color with thin head. Damp dog smell. A bit of a dirty aims amd flavor.
Water Street Amber;Delafield, Wisconsin, United States;Red Ale / Intl Amber Ale;Water Street Brewery;Not my gig, but easy for an amber. Light in every aspect except for the deeper orange red color. Close to what an amber should be. Tap
Water Street Amber;Delafield, Wisconsin, United States;Red Ale / Intl Amber Ale;Water Street Brewery;Minimal noble hop aroma. Head does not linger. Taste is caramelized Malty with oxidation. Semi sweet finish.
Water Street Amber;Delafield, Wisconsin, United States;Red Ale / Intl Amber Ale;Water Street Brewery;"Draft at the downtown brewery in Milwaukee (as ""Victory Amber""). Toasted biscuit aroma. Copper color. ---Rated via Beer Buddy for iPhone"
Water Street Amber;Delafield, Wisconsin, United States;Red Ale / Intl Amber Ale;Water Street Brewery;Draft at the source. From notes. Pretty standard amber, malty with a decent backbone. Good, but not great.
