Broughton Greenmantle Ale (Bottle);Biggar, Scotland;Bitter - Ordinary / Best;Broughton Ales;500ml bottle at Biggar Corn Exchange. Nutty brown with a moderate white head. Toffee aroma, flavour is caramel with some grassy notes. Not complex but still decent
Broughton Greenmantle Ale (Bottle);Biggar, Scotland;Bitter - Ordinary / Best;Broughton Ales;"Bottle. Clear ruby body with a thick beige head. Steady carbonation. Good lacing. Aroma of liquorice, brown sugar and digestive. Flavour of coffee and nuts. Thin to medium body with a smooth texture. Soft fizz. Much better than previous reviews suggest. The older reviews are from years ago; is this a new recipe?"
Broughton Greenmantle Ale (Bottle);Biggar, Scotland;Bitter - Ordinary / Best;Broughton Ales;"Bottle. Dark copper colour. Malty; light grainy malts, caramel, nuts. Fruity; slight fruits, raisins. Mild grassy hops. Light hoppy bitterness in the finish. Rather thin. (2008)"
Broughton Greenmantle Ale (Bottle);Biggar, Scotland;Bitter - Ordinary / Best;Broughton Ales;Bottle shared at the 2015 edition of the chriso Pre-GBBF tasting - London. Cheers! Pours clear golden-brown with a light, creamy tan head. The nose holds old grains and plastic. Light sweet flavour, with more notes of plastic, light toffee, grains. Medium bodied with fine to average carbonation. Sweet finish, with some toasted grains and brown sugar. Eh, not great.
Broughton Greenmantle Ale (Bottle);Biggar, Scotland;Bitter - Ordinary / Best;Broughton Ales;Bottle at Chris and Ruthís Shindig 2015. Clear deep amber/copper beer with a decent head. Malty vinous aroma, caramel, raisins, fig notes. Malty dusty caramel flavor, raisins, some figs.
Broughton Greenmantle Ale (Bottle);Biggar, Scotland;Bitter - Ordinary / Best;Broughton Ales;Bottle from Booths, Media City. Copper-amber with a thin head. Bitter with a light bitterness, and a nice light caramel sweetness in both aroma and taste.
Broughton Greenmantle Ale (Bottle);Biggar, Scotland;Bitter - Ordinary / Best;Broughton Ales;Bottle from coop. Dissipatng head. Dark golden brown colour. Sweet aroma. Dry going down.
Broughton Greenmantle Ale (Bottle);Biggar, Scotland;Bitter - Ordinary / Best;Broughton Ales;500ml bottle from Co-Op on the Isle of Arran. Pours copper red with a bubbly head which calms down to a small, off white layer of froth. Smells quite earthy, malty and fruity. Tastes initially quite crisp, green apple with a toffee finish. Gets more complex as it goes down and Iím getting other fruits of the darker kind but a sort of caramel, apple dessert taste is never far away. I have to be honest, this started off a bit disappointing but by the bottom of the glass Iím desperate for more. Lovely.
Broughton Greenmantle Ale (Bottle);Biggar, Scotland;Bitter - Ordinary / Best;Broughton Ales;"""A bitter-sweet ale, an immediately satisfying after-taste"". Dark brown colour, strong toast but pleasant malt & hop aroma, good roasty & heavy beer taste. Easy drinking for a dark beer."
Broughton Greenmantle Ale (Bottle);Biggar, Scotland;Bitter - Ordinary / Best;Broughton Ales;500ml bottle, a dark gold with s slim light head, faintly sweet hoppy aroma, as for taste a sweet light fruity mild hops and undemanding bitter finish. Fair enough as a mainstream ale.
Broughton Merlin's Ale (Bottle);Biggar, Scotland;Bitter - Ordinary / Best;Broughton Ales;Highly enjoyable! This one is amber and pours a very small, short-lived head - perfect for the style. You get a pretty profound malty aroma with some caramel and vanilla, apples and pears, whiskey and just a minuscule hint of vinegar. On the tongue, I detect quite assertive bitterness - more than usual for the style and nearly as much as many ESBs can boast. This beer is juicey, quaffable, not too thin. A slightly floral finish even adds some complexity. My overall verdict: an excellent 'pub-style' pint, proving that standard bitters can be as good as many of their more alcoholic cousins.
Broughton Merlin's Ale (Bottle);Biggar, Scotland;Bitter - Ordinary / Best;Broughton Ales;Ausgeglichener Hopfen und Malzgeschmack, keine breite Geschmackspalette, klassisches Pale Ale Aroma. Trockenfrucht und leichte S‰ure. ---Rated via Beer Buddy for iPhone
Broughton Merlin's Ale (Bottle);Biggar, Scotland;Bitter - Ordinary / Best;Broughton Ales;Aroma: Fruity and malty sweet with hay. Flavour: Fruity sweet with slight caramel and little fruity bitterness. Colour: Golden amber with a white head. From: Bottle @ Nemlig.com Sept. 2017.
Broughton Merlin's Ale (Bottle);Biggar, Scotland;Bitter - Ordinary / Best;Broughton Ales;Bottle from the Caley Picture House. Appearance - golden with a nice fluffy head. Nose - lemon and malted barley. A bit shandy-like. Taste - more lemon barley water, but astringent malt this time. Palate - light bodied and dry astringent middle and finish. Overall - ok on the nose but a bit hard going on the taste.
Broughton Border Gold (Bottle);Biggar, Scotland;Blonde Ale / Golden Ale;Broughton Ales;"Bottle. As ""Marks & Spencer Organic Ale"". Light golden in colour. Hoppy; very earthy hops, peppery. Fruity; tangy, orange and grapefruit citrus. Sweet malty; caramel and toffee. Well balanced; bitter earthy hops over sweet malts. Smooth bitter finish. Not bad. Drinkable. (2008)"
Broughton Border Gold (Bottle);Biggar, Scotland;Blonde Ale / Golden Ale;Broughton Ales;Bottle at the 1780. Pours clear pale amber, nose is cereal, floral, sweet toffee, taste is dry, sweet, cereal, little sickly.
Broughton Border Gold (Bottle);Biggar, Scotland;Blonde Ale / Golden Ale;Broughton Ales;500ml room temperature bottle poured into tulip glass. Light amber colour. Small lasting head and lacing. Packs a bit of a punch and doesnít hide itís 6%ABV. Alcohol is very noticeable but not in an off putting way.
